FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
upa.fid-26cf0271_15535a94121_3cf6,38715,São Gonçalo - RJ - São Gonçalo - RJ - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RJ,SÃO GONÇALO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.063771369526 -22.8272859184952)),0
upa.fid-26cf0271_15535a94121_3cf7,38716,Seropédica - RJ - Seropédica - RJ - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RJ,SEROPÉDICA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-43.7159078612146 -22.753077819883497)),0
upa.fid-26cf0271_15535a94121_3cf8,38716,Seropédica - RJ - Seropédica - RJ - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RJ,SEROPÉDICA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-43.7159078612146 -22.753077819883497)),0
upa.fid-26cf0271_15535a94121_3cf9,38717,Açu - RN - Açu - RN - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RN,AÇU,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.9078750338812 -5.56541622039325)),0
upa.fid-26cf0271_15535a94121_3cfa,38717,Açu - RN - Açu - RN - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RN,AÇU,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.9078750338812 -5.56541622039325)),0
upa.fid-26cf0271_15535a94121_3cfb,38718,Caicó - RN - Caicó - RN - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RN,CAICÓ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.1070623451026 -6.45481419352709)),0
upa.fid-26cf0271_15535a94121_3cfc,38718,Caicó - RN - Caicó - RN - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RN,CAICÓ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.1070623451026 -6.45481419352709)),0
upa.fid-26cf0271_15535a94121_3cfd,38719,Alvorada - RS - Alvorada - RS - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,ALVORADA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-51.0813747787851 -29.9918983794634)),0
upa.fid-26cf0271_15535a94121_3cfe,38719,Alvorada - RS - Alvorada - RS - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,ALVORADA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-51.0813747787851 -29.9918983794634)),0
upa.fid-26cf0271_15535a94121_3cff,38721,Montenegro - RS - Montenegro - RS - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,MONTENEGRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-51.46842233955309 -29.6829099318802)),0
upa.fid-26cf0271_15535a94121_3d00,38721,Montenegro - RS - Montenegro - RS - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,MONTENEGRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-51.46842233955309 -29.6829099318802)),0
upa.fid-26cf0271_15535a94121_3d01,38722,Parobé - RS - Parobé - RS - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,PAROBÉ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.83169384656829 -29.6247552356361)),0
upa.fid-26cf0271_15535a94121_3d02,38722,Parobé - RS - Parobé - RS - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,PAROBÉ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.83169384656829 -29.6247552356361)),0
upa.fid-26cf0271_15535a94121_3d03,38724,Sapucaia do Sul - RS - Sapucaia do Sul - RS - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,SAPUCAIA DO SUL,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-51.145492456642096 -29.828072634392697)),0
upa.fid-26cf0271_15535a94121_3d04,38724,Sapucaia do Sul - RS - Sapucaia do Sul - RS - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,SAPUCAIA DO SUL,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-51.145492456642096 -29.828072634392697)),0
upa.fid-26cf0271_15535a94121_3d05,38725,Viamão - RS - Viamão - RS - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,VIAMÃO,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-51.0199527451501 -30.0823978927266)),0
upa.fid-26cf0271_15535a94121_3d06,38725,Viamão - RS - Viamão - RS - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,VIAMÃO,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-51.0199527451501 -30.0823978927266)),0
upa.fid-26cf0271_15535a94121_3d07,38726,Balneário Camboriú - SC - Balneário Camboriú - SC - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SC,BALNEÁRIO CAMBORIÚ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.6356354006271 -26.9930912654144)),0
upa.fid-26cf0271_15535a94121_3d08,38726,Balneário Camboriú - SC - Balneário Camboriú - SC - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SC,BALNEÁRIO CAMBORIÚ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.6356354006271 -26.9930912654144)),0
upa.fid-26cf0271_15535a94121_3d09,38727,Concórdia - SC - Concórdia - SC - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SC,CONCÓRDIA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-52.0264739051502 -27.233947099008496)),0
upa.fid-26cf0271_15535a94121_3d0a,38727,Concórdia - SC - Concórdia - SC - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SC,CONCÓRDIA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-52.0264739051502 -27.233947099008496)),0
upa.fid-26cf0271_15535a94121_3d0b,38728,Fraiburgo - SC - Fraiburgo - SC - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SC,FRAIBURGO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.9204801984541 -27.0237773815592)),0
upa.fid-26cf0271_15535a94121_3d0c,38728,Fraiburgo - SC - Fraiburgo - SC - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SC,FRAIBURGO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.9204801984541 -27.0237773815592)),0
upa.fid-26cf0271_15535a94121_3d0d,38731,Palhoça - SC - Palhoça - SC - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SC,PALHOÇA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.6701475288079 -27.6460175556942)),0
upa.fid-26cf0271_15535a94121_3d0e,38731,Palhoça - SC - Palhoça - SC - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SC,PALHOÇA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.6701475288079 -27.6460175556942)),0
upa.fid-26cf0271_15535a94121_3d0f,38734,Agudos - SP - Agudos - SP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,AGUDOS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.9867890371051 -22.4699107972572)),0
upa.fid-26cf0271_15535a94121_3d10,38734,Agudos - SP - Agudos - SP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,AGUDOS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.9867890371051 -22.4699107972572)),0
upa.fid-26cf0271_15535a94121_3d11,38736,Bertioga - SP - Bertioga - SP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,BERTIOGA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.14003630450679 -23.849060224133)),0
upa.fid-26cf0271_15535a94121_3d12,38736,Bertioga - SP - Bertioga - SP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,BERTIOGA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.14003630450679 -23.849060224133)),0
upa.fid-26cf0271_15535a94121_3d13,38737,Dracena - SP - Dracena - SP - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,DRACENA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-51.535519573335996 -21.484777167915)),0
upa.fid-26cf0271_15535a94121_3d14,38737,Dracena - SP - Dracena - SP - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,DRACENA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-51.535519573335996 -21.484777167915)),0
upa.fid-26cf0271_15535a94121_3d15,38738,Ferraz de Vasconcelos - SP - Ferraz de Vasconcelos - SP - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,FERRAZ DE VASCONCELOS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.371421203691696 -23.5415461625274)),0
upa.fid-26cf0271_15535a94121_3d16,38738,Ferraz de Vasconcelos - SP - Ferraz de Vasconcelos - SP - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,FERRAZ DE VASCONCELOS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.371421203691696 -23.5415461625274)),0
upa.fid-26cf0271_15535a94121_3d17,38739,Guarulhos - SP - Guarulhos - SP - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,GUARULHOS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.5337992715956 -23.454247297159597)),0
upa.fid-26cf0271_15535a94121_3d18,38739,Guarulhos - SP - Guarulhos - SP - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,GUARULHOS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.5337992715956 -23.454247297159597)),0
upa.fid-26cf0271_15535a94121_3d19,38740,Itapevi - SP - Itapevi - SP - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,ITAPEVI,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.9332029404453 -23.549262559325)),0
upa.fid-26cf0271_15535a94121_3d1a,38740,Itapevi - SP - Itapevi - SP - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,ITAPEVI,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.9332029404453 -23.549262559325)),0
upa.fid-26cf0271_15535a94121_3d1b,38743,Poá - SP - Poá - SP - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,POÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.347742977717296 -23.5337751960008)),0
upa.fid-26cf0271_15535a94121_3d1c,38743,Poá - SP - Poá - SP - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,POÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.347742977717296 -23.5337751960008)),0
upa.fid-26cf0271_15535a94121_3d1d,38744,Porto Ferreira - SP - Porto Ferreira - SP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,PORTO FERREIRA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-47.4874888997207 -21.8502932531361)),0
upa.fid-26cf0271_15535a94121_3d1e,38744,Porto Ferreira - SP - Porto Ferreira - SP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,PORTO FERREIRA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-47.4874888997207 -21.8502932531361)),0
upa.fid-26cf0271_15535a94121_3d1f,38745,Presidente Epitácio - SP - Presidente Epitácio - SP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,PRESIDENTE EPITÁCIO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-52.1116308553851 -21.7655396370363)),0
upa.fid-26cf0271_15535a94121_3d20,38745,Presidente Epitácio - SP - Presidente Epitácio - SP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,PRESIDENTE EPITÁCIO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-52.1116308553851 -21.7655396370363)),0
upa.fid-26cf0271_15535a94121_3d21,38746,Presidente Prudente - SP - Presidente Prudente - SP - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,PRESIDENTE PRUDENTE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-51.3930126382432 -22.1211232312295)),0
upa.fid-26cf0271_15535a94121_3d22,38746,Presidente Prudente - SP - Presidente Prudente - SP - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,PRESIDENTE PRUDENTE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-51.3930126382432 -22.1211232312295)),0
upa.fid-26cf0271_15535a94121_3d23,38747,São Joaquim da Barra - SP - São Joaquim da Barra - SP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,SÃO JOAQUIM DA BARRA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-47.8597700339756 -20.5816302749412)),0
upa.fid-26cf0271_15535a94121_3d24,38747,São Joaquim da Barra - SP - São Joaquim da Barra - SP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,SÃO JOAQUIM DA BARRA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-47.8597700339756 -20.5816302749412)),0
upa.fid-26cf0271_15535a94121_3d25,38752,Taubaté - SP - Taubaté - SP - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,TAUBATÉ,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-45.5597025648405 -23.0109040277819)),0
upa.fid-26cf0271_15535a94121_3d26,38752,Taubaté - SP - Taubaté - SP - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,TAUBATÉ,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-45.5597025648405 -23.0109040277819)),0
upa.fid-26cf0271_15535a94121_3d27,38754,Santana do Ipanema - AL - Santana do Ipanema - AL - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,AL,SANTANA DO IPANEMA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.2483609955446 -9.37041059644827)),0
upa.fid-26cf0271_15535a94121_3d28,38754,Santana do Ipanema - AL - Santana do Ipanema - AL - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,AL,SANTANA DO IPANEMA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.2483609955446 -9.37041059644827)),0
upa.fid-26cf0271_15535a94121_3d29,38756,Limoeiro do Norte - CE - Limoeiro do Norte - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,LIMOEIRO DO NORTE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.085040142408 -5.14430919093677)),0
upa.fid-26cf0271_15535a94121_3d2a,38756,Limoeiro do Norte - CE - Limoeiro do Norte - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,LIMOEIRO DO NORTE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.085040142408 -5.14430919093677)),0
upa.fid-26cf0271_15535a94121_3d2b,38759,Goiânia - GO - Goiânia - GO - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,GOIÂNIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.254 -16.679)),0
upa.fid-26cf0271_15535a94121_3d2c,38759,Goiânia - GO - Goiânia - GO - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,GOIÂNIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.254 -16.679)),0
upa.fid-26cf0271_15535a94121_3d2d,38760,Goiânia - GO - Goiânia - GO - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,GOIÂNIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.254 -16.679)),0
upa.fid-26cf0271_15535a94121_3d2e,38760,Goiânia - GO - Goiânia - GO - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,GOIÂNIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.254 -16.679)),0
upa.fid-26cf0271_15535a94121_3d2f,38761,Goiânia - GO - Goiânia - GO - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,GOIÂNIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.254 -16.679)),0
upa.fid-26cf0271_15535a94121_3d30,38761,Goiânia - GO - Goiânia - GO - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,GOIÂNIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.254 -16.679)),0
upa.fid-26cf0271_15535a94121_3d31,38763,Goiânia - GO - Goiânia - GO - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,GOIÂNIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.254 -16.679)),0
upa.fid-26cf0271_15535a94121_3d32,38763,Goiânia - GO - Goiânia - GO - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,GOIÂNIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.254 -16.679)),0
upa.fid-26cf0271_15535a94121_3d33,38764,Goiânia - GO - Goiânia - GO - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,GOIÂNIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.254 -16.679)),0
upa.fid-26cf0271_15535a94121_3d34,38764,Goiânia - GO - Goiânia - GO - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,GOIÂNIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.254 -16.679)),0
upa.fid-26cf0271_15535a94121_3d35,38765,Confresa - MT - Confresa - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,CONFRESA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-51.570333148333795 -10.6441076142437)),0
upa.fid-26cf0271_15535a94121_3d36,38765,Confresa - MT - Confresa - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,CONFRESA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-51.570333148333795 -10.6441076142437)),0
upa.fid-26cf0271_15535a94121_3d37,38766,Tangará da Serra - MT - Tangará da Serra - MT - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,TANGARÁ DA SERRA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-57.493785838923 -14.6233316658314)),0
upa.fid-26cf0271_15535a94121_3d38,38766,Tangará da Serra - MT - Tangará da Serra - MT - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,TANGARÁ DA SERRA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-57.493785838923 -14.6233316658314)),0
upa.fid-26cf0271_15535a94121_3d39,38767,Francisco Sá - MG - Francisco Sá - MG - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,FRANCISCO SÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.490022747994196 -16.4831893798159)),0
upa.fid-26cf0271_15535a94121_3d3a,38767,Francisco Sá - MG - Francisco Sá - MG - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,FRANCISCO SÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.490022747994196 -16.4831893798159)),0
upa.fid-26cf0271_15535a94121_3d3b,38771,Santana do Araguaia - PA - Santana do Araguaia - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,SANTANA DO ARAGUAIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.3504854986696 -9.32850562991719)),0
upa.fid-26cf0271_15535a94121_3d3c,38771,Santana do Araguaia - PA - Santana do Araguaia - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,SANTANA DO ARAGUAIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.3504854986696 -9.32850562991719)),0
upa.fid-26cf0271_15535a94121_3d3d,38772,Teresina - PI - Teresina - PI - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PI,TERESINA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.802 -5.089)),0
upa.fid-26cf0271_15535a94121_3d3e,38772,Teresina - PI - Teresina - PI - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PI,TERESINA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.802 -5.089)),0
upa.fid-26cf0271_15535a94121_3d3f,38773,Teresina - PI - Teresina - PI - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PI,TERESINA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.802 -5.089)),0
upa.fid-26cf0271_15535a94121_3d40,38773,Teresina - PI - Teresina - PI - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PI,TERESINA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.802 -5.089)),0
upa.fid-26cf0271_15535a94121_3d41,38774,Realeza - PR - Realeza - PR - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PR,REALEZA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-53.5265469054081 -25.7715688496167)),0
upa.fid-26cf0271_15535a94121_3d42,38774,Realeza - PR - Realeza - PR - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PR,REALEZA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-53.5265469054081 -25.7715688496167)),0
upa.fid-26cf0271_15535a94121_3d43,38775,Taquara - RS - Taquara - RS - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,TAQUARA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.7757915204483 -29.6509695331377)),0
upa.fid-26cf0271_15535a94121_3d44,38775,Taquara - RS - Taquara - RS - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,TAQUARA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.7757915204483 -29.6509695331377)),0
upa.fid-26cf0271_15535a94121_3d45,38778,Itapecerica da Serra - SP - Itapecerica da Serra - SP - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,ITAPECERICA DA SERRA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.8576488885145 -23.716624525877)),0
upa.fid-26cf0271_15535a94121_3d46,38778,Itapecerica da Serra - SP - Itapecerica da Serra - SP - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,ITAPECERICA DA SERRA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.8576488885145 -23.716624525877)),0
upa.fid-26cf0271_15535a94121_3d47,38779,Rio Claro - SP - Rio Claro - SP - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,RIO CLARO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.555089217525 -22.398859586021697)),0
upa.fid-26cf0271_15535a94121_3d48,38779,Rio Claro - SP - Rio Claro - SP - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,RIO CLARO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.555089217525 -22.398859586021697)),0
upa.fid-26cf0271_15535a94121_3d49,38781,São Vicente - SP - São Vicente - SP - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,SÃO VICENTE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.3887857870253 -23.9578449813638)),0
upa.fid-26cf0271_15535a94121_3d4a,38781,São Vicente - SP - São Vicente - SP - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,SÃO VICENTE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.3887857870253 -23.9578449813638)),0
upa.fid-26cf0271_15535a94121_3d4b,38783,Teodoro Sampaio - SP - Teodoro Sampaio - SP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,TEODORO SAMPAIO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-52.168668943959794 -22.530404538920898)),0
upa.fid-26cf0271_15535a94121_3d4c,38783,Teodoro Sampaio - SP - Teodoro Sampaio - SP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SP,TEODORO SAMPAIO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-52.168668943959794 -22.530404538920898)),0
upa.fid-26cf0271_15535a94121_3d4d,44705,Moreno - PE - Moreno - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,MORENO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.08386242382559 -8.10911976051212)),0
upa.fid-26cf0271_15535a94121_3d4e,44706,Sapiranga - RS - Sapiranga - RS - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RS,SAPIRANGA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-51.0069613368619 -29.6353825884242)),0
upa.fid-26cf0271_15535a94121_3d4f,44708,Xanxerê - SC - Xanxerê - SC - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SC,XANXERÊ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-52.404092219836 -26.875177538852697)),0
upa.fid-26cf0271_15535a94121_3d50,44708,Xanxerê - SC - Xanxerê - SC - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,SC,XANXERÊ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-52.404 -26.877)),0
upa.fid-26cf0271_15535a94121_3d51,62632,Epitaciolândia - AC - Epitaciolândia - AC - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Estado,AC,EPITACIOLÂNDIA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-68.741 -11.029)),0
upa.fid-26cf0271_15535a94121_3d52,62633,Rio Branco - AC - Rio Branco - AC - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Estado,AC,RIO BRANCO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-67.81 -9.975)),0
upa.fid-26cf0271_15535a94121_3d53,62634,Atalaia - AL - Atalaia - AL - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,AL,ATALAIA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-36.023 -9.502)),0
upa.fid-26cf0271_15535a94121_3d54,62635,União dos Palmares - AL - União dos Palmares - AL - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,AL,UNIÃO DOS PALMARES,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-36.032 -9.163)),0
